Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,vocabItem,ANSWER
24,1765678013327,14/12/2025 02:06:53,1765678012466,-6,13/12/2025 20:06:52,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,12513.399999976158,,to overthink obsessively on a specific topic,,,,,,,,,vocabItems,Ruminate,
25,1765678013489,14/12/2025 02:06:53,1765678012467,-6,13/12/2025 20:06:52,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,advancementZone,continue_button,12513.399999976158,,,0,,,,,,,,vocabItems,Ruminate,
26,1765678023705,14/12/2025 02:07:03,1765678022852,-6,13/12/2025 20:07:02,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,10379.699999988079,,x,,,,,,,,,vocabItems,Extirpate,
27,1765678023890,14/12/2025 02:07:03,1765678022853,-6,13/12/2025 20:07:02,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,advancementZone,continue_button,10379.699999988079,,,0,,,,,,,,vocabItems,Extirpate,
28,1765678029279,14/12/2025 02:07:09,1765678028425,-6,13/12/2025 20:07:08,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,5568.400000035763,,x,,,,,,,,,vocabItems,Perfunctory,
29,1765678029444,14/12/2025 02:07:09,1765678028426,-6,13/12/2025 20:07:08,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,advancementZone,continue_button,5568.400000035763,,,0,,,,,,,,vocabItems,Perfunctory,
30,1765678031799,14/12/2025 02:07:11,1765678030961,-6,13/12/2025 20:07:10,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,2530.899999976158,,,0,,,,,,,,vocabFinish,,
31,1765678032082,14/12/2025 02:07:12,1765678030974,-6,13/12/2025 20:07:10,250842,10,task-ytla,,51389562,6645755c72f71662e832dfb8,14743101,,complete,,693c9d132166a776eb61ffd6,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1280x720,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,,,END TASK,,,,,290723,,,,,,,,,,,,,
1,1765674453967,14/12/2025 01:07:33,1765674453817,-5,13/12/2025 20:07:33,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765674460508,14/12/2025 01:07:40,1765674460419,-5,13/12/2025 20:07:40,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6567.89999999851,,,0,,,,,,,,vocabInstructions,,
3,1765674479009,14/12/2025 01:07:59,1765674478911,-5,13/12/2025 20:07:58,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,18483.799999998882,,,0,,,,,,,,vocabInstructions,,
4,1765674492689,14/12/2025 01:08:12,1765674492581,-5,13/12/2025 20:08:12,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,13658.5,, a 4 wheeled mode of transportation,,,,,,,,,vocabItems,Car,
5,1765674492838,14/12/2025 01:08:12,1765674492582,-5,13/12/2025 20:08:12,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,13658.5,,,0,,,,,,,,vocabItems,Car,
6,1765674500778,14/12/2025 01:08:20,1765674500686,-5,13/12/2025 20:08:20,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,8093.4000000003725,,a flying animal with wings,,,,,,,,,vocabItems,Bird,
7,1765674500928,14/12/2025 01:08:20,1765674500688,-5,13/12/2025 20:08:20,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,advancementZone,continue_button,8093.4000000003725,,,0,,,,,,,,vocabItems,Bird,
8,1765674508381,14/12/2025 01:08:28,1765674508286,-5,13/12/2025 20:08:28,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,7584.200000001118,,a domesticated animal,,,,,,,,,vocabItems,Pet,
9,1765674508515,14/12/2025 01:08:28,1765674508289,-5,13/12/2025 20:08:28,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,advancementZone,continue_button,7584.200000001118,,,0,,,,,,,,vocabItems,Pet,
10,1765674532586,14/12/2025 01:08:52,1765674532496,-5,13/12/2025 20:08:52,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,24196.39999999851,,a loud object that you can hit to make a ringing sound,,,,,,,,,vocabItems,Bell,
11,1765674532733,14/12/2025 01:08:52,1765674532500,-5,13/12/2025 20:08:52,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,advancementZone,continue_button,24196.39999999851,,,0,,,,,,,,vocabItems,Bell,
12,1765674551322,14/12/2025 01:09:11,1765674551234,-5,13/12/2025 20:09:11,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,18724.699999999255,,a water animal with sharp teeth that can also run very fast,1,,,,,,,,vocabItems,Alligator,
13,1765674562442,14/12/2025 01:09:22,1765674562351,-5,13/12/2025 20:09:22,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,11105.400000000373,,the warmest season ,1,,,,,,,,vocabItems,Summer,
14,1765674568792,14/12/2025 01:09:28,1765674568712,-5,13/12/2025 20:09:28,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,6351.10000000149,,ten year span,1,,,,,,,,vocabItems,Decade,
15,1765674589916,14/12/2025 01:09:49,1765674589823,-5,13/12/2025 20:09:49,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,21104.60000000149,,something that is held onto and passed down from generation to generation,1,,,,,,,,vocabItems,Tradition,
16,1765674596025,14/12/2025 01:09:56,1765674595942,-5,13/12/2025 20:09:55,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_text_entry,6112.199999999255,,to work off the cuff,1,,,,,,,,vocabItems,Improvise,
17,1765674603645,14/12/2025 01:10:03,1765674603546,-5,13/12/2025 20:10:03,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,7596.5999999996275,,something popular at the moment,1,,,,,,,,vocabItems,Trend,
18,1765674609206,14/12/2025 01:10:09,1765674609108,-5,13/12/2025 20:10:09,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,5553.200000001118,,to think about hard,1,,,,,,,,vocabItems,Ruminate,
19,1765674617512,14/12/2025 01:10:17,1765674617408,-5,13/12/2025 20:10:17,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,8290.5,,to articulate,1,,,,,,,,vocabItems,Extirpate,
20,1765674624026,14/12/2025 01:10:24,1765674623919,-5,13/12/2025 20:10:23,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,6504,,not relevant,1,,,,,,,,vocabItems,Perfunctory,
21,1765674626364,14/12/2025 01:10:26,1765674626257,-5,13/12/2025 20:10:26,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,2331,,,0,,,,,,,,vocabFinish,,
22,1765674626620,14/12/2025 01:10:26,1765674626261,-5,13/12/2025 20:10:26,250842,10,task-ytla,,51389445,6644cd2538b07b2b6aaa4376,14743129,,complete,,693e0bffdcf0df30f3f57b8c,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 143.0.0.0,1280x800,1280x575,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,,,END TASK,,,,,172444,,,,,,,,,,,,,
1,1765669503431,13/12/2025 23:45:03,1765669503182,-6,13/12/2025 17:45:03,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765669506670,13/12/2025 23:45:06,1765669506490,-6,13/12/2025 17:45:06,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3265.399999976158,,,0,,,,,,,,vocabInstructions,,
3,1765669522753,13/12/2025 23:45:22,1765669522547,-6,13/12/2025 17:45:22,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,16043.5,,,0,,,,,,,,vocabInstructions,,
4,1765669528669,13/12/2025 23:45:28,1765669528456,-6,13/12/2025 17:45:28,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,5894.399999976158,, vehicle,,,,,,,,,vocabItems,Car,
5,1765669528805,13/12/2025 23:45:28,1765669528460,-6,13/12/2025 17:45:28,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,5894.399999976158,,,0,,,,,,,,vocabItems,Car,
6,1765669534208,13/12/2025 23:45:34,1765669534020,-6,13/12/2025 17:45:34,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,5543.600000023842,,flying animal with wings,,,,,,,,,vocabItems,Bird,
7,1765669534360,13/12/2025 23:45:34,1765669534022,-6,13/12/2025 17:45:34,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,advancementZone,continue_button,5543.600000023842,,,0,,,,,,,,vocabItems,Bird,
8,1765669540817,13/12/2025 23:45:40,1765669540627,-6,13/12/2025 17:45:40,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,6590,,domesticated animal,,,,,,,,,vocabItems,Pet,
9,1765669540969,13/12/2025 23:45:40,1765669540629,-6,13/12/2025 17:45:40,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,advancementZone,continue_button,6590,,,0,,,,,,,,vocabItems,Pet,
10,1765669549078,13/12/2025 23:45:49,1765669548877,-6,13/12/2025 17:45:48,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,8232.900000035763,,ringing metal object,,,,,,,,,vocabItems,Bell,
11,1765669549208,13/12/2025 23:45:49,1765669548879,-6,13/12/2025 17:45:48,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,advancementZone,continue_button,8232.900000035763,,,0,,,,,,,,vocabItems,Bell,
12,1765669555338,13/12/2025 23:45:55,1765669555148,-6,13/12/2025 17:45:55,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,6254.5,,large water lizard,,,,,,,,,vocabItems,Alligator,
13,1765669555486,13/12/2025 23:45:55,1765669555150,-6,13/12/2025 17:45:55,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,advancementZone,continue_button,6254.5,,,0,,,,,,,,vocabItems,Alligator,
14,1765669560349,13/12/2025 23:46:00,1765669560158,-6,13/12/2025 17:46:00,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,4995.100000023842,,hot season,,,,,,,,,vocabItems,Summer,
15,1765669560486,13/12/2025 23:46:00,1765669560161,-6,13/12/2025 17:46:00,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,advancementZone,continue_button,4995.100000023842,,,0,,,,,,,,vocabItems,Summer,
16,1765669563952,13/12/2025 23:46:03,1765669563771,-6,13/12/2025 17:46:03,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,3597.2000000476837,,10 years,,,,,,,,,vocabItems,Decade,
17,1765669564084,13/12/2025 23:46:04,1765669563774,-6,13/12/2025 17:46:03,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,advancementZone,continue_button,3597.2000000476837,,,0,,,,,,,,vocabItems,Decade,
18,1765669572827,13/12/2025 23:46:12,1765669572637,-6,13/12/2025 17:46:12,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,8850,,something you do because other people in the past have done it,,,,,,,,,vocabItems,Tradition,
19,1765669572963,13/12/2025 23:46:12,1765669572640,-6,13/12/2025 17:46:12,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,advancementZone,continue_button,8850,,,0,,,,,,,,vocabItems,Tradition,
20,1765669582709,13/12/2025 23:46:22,1765669582528,-6,13/12/2025 17:46:22,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_text_entry,9874.5,,make due with what you have on short notice,,,,,,,,,vocabItems,Improvise,
21,1765669582853,13/12/2025 23:46:22,1765669582530,-6,13/12/2025 17:46:22,250842,10,task-ytla,,51389075,66eb98fcc46d14f31c30e799,14743144,,complete,,693df911658c0377862c6fe4,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1587x893,1764x814,day1done,,,Vocab(task),2,,,audio-Success,,,C,,attention_pass,,day1done,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,advancementZone,continue_button,9874.5,,,0,,,,,,,,vocabItems,Improvise,
